objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1
522,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,19+800,62+408,1
523,,290329,2903,29,300,55,348,05,Troncal del Eje Cafetero,La Estrella - La Felisa,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. 51-53; 55-55+348",,29+300,55+348,2
524,,5008B0,5008B,0,0,59,162,12,Transversal Medellin - Bogotá,El Korán - Guaduas,2,,,2,,"WFS ANI, Google Maps",2016-01-01T00:00:00.000Z,2016-11-25T00:00:00.000Z,,,3d_mal_central,,,0+0,59+162,2
525,,451034,4510,34,0,134,463,24,Troncal del Magdalena,Salida Puente Puerto Salgar-Rio Ermitaño,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 33- 34,,34+0,134+463,2
526,,451034,4510,34,0,134,463,24,Troncal del Magdalena,Salida Puente Puerto Salgar-Rio Ermitaño,2,,,1,,Google Maps,2016-01-01T00:00:00.000Z,2016-11-25T00:00:00.000Z,,,,Act. seg 33- 34,,34+0,134+463,2
527,,60040,6004,0,0,52,800,01,Transversal Medellin - Bogotá,Medellín - Santuario,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 51+0000 en Ramón Lobo,,,,0+0,52+800,2
528,,900559,9005,59,180,99,500,03,Transversal del Caribe,Cruz del Viso - Cartagena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,59+180,99+500,2
542,,40CN070,40CN07,0,0,14,550,12,,Chusacá - Canoas - Río Bogotá,3,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,14+550,3
543,,40CN070,40CN07,0,0,14,550,12,,Chusacá - Canoas - Río Bogotá,3,,,1,,Google Maps,2016-06-01T00:00:00.000Z,2016-09-01T00:00:00.000Z,,,,,,0+0,14+550,3
544,,29RSE0,29RSE,0,0,5,0,21,Troncal del Eje Cafetero,Puente Helicoidal Dos Quebradas  - Santa Rosa,2,,,1,,Google Maps,,2015-12-09T00:00:00.000Z,,,3d_mal_oeste,,,0+0,5+0,2
529,,251654,2516,54,0,80,0,02,Troncal de Occidente,Palmar de Varela - Barranquilla,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR inicial 80+0753 (Ramón Lobo),rev,,,54+0,80+0,2
547,,90A010,90A01,66,258,74,971,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,66+258,74+971,2
548,,90A010,90A01,74,971,74,1031,02,Transversal del Caribe, Arroyo de Juan de Acosta ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,74+971,74+1031,1
530,,500726,5007,26,695,46,0,24,Transversal Las Animas - Bogotá,Mariquita - Honda (Puente Luis Ignacio Andrade),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,CAMBAO - MANIZALES. (ENTREGADA 21-AGT-2015),,,,,26+695,46+0,2
531,,90A010,90A01,77,917,77,928,02,Transversal del Caribe, Turipana ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,77+917,77+928,1
550,1,40QN050,40QN05,0,0,7,200,20,Conexión Troncal del eje Cafetero - Transversal Buenaventura - Puerto Carreño,Calarcá - La Cabaña,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 6 - 7,,0+0,7+200,1
532,,90A010,90A01,81,629,109,100,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,81+629,109+100,2
533,,25ATA0,25ATA,0,0,10,700,02,,Variante Palmar de Varela - Sabanagrande,2,,,2,,Google Maps y WFS ANI,,2016-05-20T00:00:00.000Z,,,3d_mal_central,,,0+0,10+700,2
534,,45A050,45A05,0,0,89,330,04,Troncal Central,Ubaté - Puente Nacional,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR Final 90+0000 en Ramón Lobo,,,,0+0,89+330,2
535,,66020,6602,0,0,19,770,22,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,19+770,2
551,,40060,4006,0,0,86,55,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 86+0600 (Ramón Lobo),rev,,,0+0,86+55,2
565,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
566,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
536,,55BYA0,55BYA,0,0,16,300,04,Troncal Central del Norte,Variante de Tunja,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 16+0000 en Ramón Lobo,,,,0+0,16+300,2
537,,55CND0,55CND,0,0,2,0,12,,Variante de Briseño,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 10-14+500,,0+0,2+0,2
538,,90A010,90A01,78,534,79,480,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,78+534,79+480,2
539,,90A010,90A01,78,513,78,534,02,Transversal del Caribe, Cajacopi ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,78+513,78+534,1
540,,21030,2103,0,0,6,942,11,Alternas a la Transversal del Caribe,Montería - Cereté,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,6+942,2
541,,90AT010,90AT01,0,0,18,934,02,,Sabana - Palmar de Varela,2,,,2,,Google Maps y WFS ANI,,2016-05-20T00:00:00.000Z,,,3d_mal_central,,,0+0,18+934,2
545,,2505B0,2505B,0,0,28,0,25,,Palmaseca - El Cerrito,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Se asigna codigo 2505B,,,,0+0,28+0,2
546,,56080,5608,0,0,78,0,04,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Guateque - El Secreto,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,TRANSV. DEL SISGA (ENTREGADA 28-AGT-2015),,,,,0+0,78+0,2
549,,90A010,90A01,0,0,47,82,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,0+0,47+82,2
556,1,620695,6206,95,198,97,1136.248554,01,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,3,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97,,95+198,98+140,1
557,1,620695,6206,97,1136.248554,98,140,22,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,4,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97,,95+198,98+140,1
558,1,90070,9007,0,0,1,1794,02,Transversal del Caribe,Accesos y Puente Laureano Gómez,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,1+1794,2
559,,90A010,90A01,80,742,81,618,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,80+742,81+618,2
560,,90A010,90A01,80,730,80,742,02,Transversal del Caribe, Puerto Caiman ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,80+730,80+742,1
561,,90A010,90A01,81,618,81,629,02,Transversal del Caribe, Peaje ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,81+618,81+629,1
552,,400562,4005,62,980,122,0,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR Final 122+0500 Ramón Lobo,,,,62+980,122+0,2
553,2,900328,9003,28,0,49,0,11,Transversal del Caribe,San Bernardo del Viento - Lorica,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,28+0,49+0,1
554,,25100,2510,0,0,52,474,01,Troncal de Occidente,Medellìn - Hoyo Rico,3,,,2,,Google Maps,,2015-12-05T00:00:00.000Z,,,3d_mal_central,,,0+0,52+474,3
555,,90A010,90A01,79,494,80,730,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,79+494,80+730,2
567,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
568,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
569,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
